COLUMN01,COLUMN02,COLUMN03,COLUMN04,COLUMN05,COLUMN06,COLUMN07,COLUMN08,COLUMN09,COLUMN10,COLUMN11,COLUMN12,COLUMN13,COLUMN14,COLUMN15,COLUMN16,COLUMN17,COLUMN18,COLUMN19,COLUMN20,COLUMN21,COLUMN22,COLUMN23,COLUMN24,COLUMN25,COLUMN26,COLUMN27,COLUMN28,COLUMN29,COLUMN30,COLUMN31,COLUMN32,COLUMN33,COLUMN34,COLUMN35,COLUMN36,COLUMN37,COLUMN38,COLUMN39,COLUMN40,COLUMN41,COLUMN42,COLUMN43,COLUMN44,COLUMN45,COLUMN46,COLUMN47,COLUMN48,COLUMN49,COLUMN50,COLUMN51,COLUMN52,COLUMN53,COLUMN54,COLUMN55
805209,000009.SZ,105448000,139600,146100,136200,143800,143900,144000,144100,144200,144300,144400,144500,144600,144700,144800,9600,21300,16200,64700,35800,51600,138100,20900,12900,33100,143800,143700,143600,143500,143400,143300,143200,143100,143000,142900,73600,44100,117600,99700,54100,106100,128100,55200,313000,22200,65189767,930456748,6273018,24240792,153600,125600,138100,150400
805660,000009.SZ,105451000,139600,146100,136200,143800,143900,144000,144100,144200,144300,144400,144500,144600,144700,144800,10600,18400,16200,64700,35800,51600,138100,20900,12900,32900,143800,143700,143600,143500,143400,143300,143200,143100,143000,142900,27900,44800,117600,99700,54100,106100,128100,55200,313000,22200,65235467,931113914,6226518,24244292,153600,125600,138100,150400
806148,000009.SZ,105454000,139600,146100,136200,143800,143900,144000,144100,144200,144300,144400,144500,144600,144700,144800,11800,20000,16500,64700,35800,51600,138100,20900,12900,32900,143800,143700,143600,143500,143400,143300,143200,143100,143000,142900,26600,44800,127600,99700,54100,106100,128100,55500,313000,22200,65237467,931142680,6306818,24247392,153600,125600,138100,150400
806586,000009.SZ,105457000,139600,146100,136200,143900,143900,144000,144100,144200,144300,144400,144500,144600,144700,144800,13000,21800,16500,64700,26800,51600,138100,20900,12900,32900,143800,143700,143600,143500,143400,143300,143200,143100,143000,142900,12200,44800,128000,95500,54100,106100,128100,55500,313000,22200,65254467,931387155,6289618,24239792,153600,125600,138100,150400
807022,000009.SZ,105500000,139600,146100,136200,143900,143900,144000,144100,144200,144300,144400,144500,144600,144700,144800,5200,21800,17100,64900,26800,51600,138100,20900,12900,32900,143700,143600,143500,143400,143300,143200,143100,143000,142900,142800,42000,128000,95500,54100,106100,128100,55500,313000,22200,127300,65277267,931715069,6274618,24232992,153600,125600,138100,150400
807483,000009.SZ,105503000,139600,146100,136200,143800,143900,144000,144100,144200,144300,144400,144500,144600,144700,144800,5300,22100,17100,64700,27300,51600,136100,20900,12900,32900,143800,143700,143600,143500,143400,143300,143200,143100,143000,142900,1100,42000,127900,96900,54100,106100,128100,55500,313000,22200,65285567,931834425,6277418,24232692,153600,125600,138100,150400
807938,000009.SZ,105506000,139600,146100,136200,143900,144000,144100,144200,144300,144400,144500,144600,144700,144800,144900,23400,19100,65900,27300,51600,136100,20900,12900,32900,30300,143900,143700,143600,143500,143400,143300,143200,143100,143000,142900,3240,9500,127900,96900,54100,106100,128100,55500,313000,22200,65326127,932417418,6246358,24225492,153600,125600,138100,150400
808403,000009.SZ,105509000,139600,146100,136200,143800,143900,144000,144100,144200,144300,144400,144500,144600,144700,144800,2260,24100,19100,65900,27300,51600,136100,20900,12900,32900,143800,143700,143600,143500,143400,143300,143200,143100,143000,142900,4700,9500,140500,96900,54100,106000,128100,55500,313000,22200,65331367,932492816,6262818,24231352,153600,125600,138100,150400
808834,000009.SZ,105512000,139600,146100,136200,143900,143900,144000,144100,144200,144300,144400,144500,144600,144700,144800,460,26100,19100,65900,27300,51600,136100,20900,12900,32900,143800,143700,143600,143500,143400,143300,143200,143100,143000,142900,2200,10600,143700,96900,54100,106000,128100,55800,313000,22200,65341467,932638130,6265418,24235352,153600,125600,138100,150400
809298,000009.SZ,105515000,139600,146100,136200,143900,143900,144000,144100,144200,144300,144400,144500,144600,144700,144800,660,36600,23000,65900,27300,51600,136100,20900,12900,32900,143800,143700,143600,143500,143400,143300,143200,143100,143000,142900,2500,24400,143700,96900,54200,106000,128100,55800,313000,22200,65344467,932681275,6278618,24256252,153600,125600,138100,150400
809785,000009.SZ,105518000,139600,146100,136200,143900,143900,144000,144100,144200,144300,144400,144500,144600,144700,144800,7960,36600,23000,65900,27300,51600,136100,20900,12900,32900,143800,143700,143600,143500,143400,143300,143200,143100,143000,142900,2200,24800,143800,96900,54200,106000,128100,55800,313000,22200,65347267,932721564,6278818,24264752,153600,125600,138100,150400
810218,000009.SZ,105521000,139600,146100,136200,143800,143800,143900,144000,144100,144200,144300,144400,144500,144600,144700,4000,9060,36600,23000,65900,27300,51600,136100,20900,12900,143700,143600,143500,143400,143300,143200,143100,143000,142900,142800,24800,144800,96900,54200,106000,128100,55800,313000,22200,127300,65371567,933070998,6276618,24276652,153600,125600,138100,150400
810679,000009.SZ,105524000,139600,146100,136200,143800,143800,143900,144000,144100,144200,144300,144400,144500,144600,144700,7100,10060,36800,21800,71900,27300,51600,136100,20900,12900,143700,143600,143500,143400,143300,143200,143100,143000,142900,142800,23400,144800,96900,54200,105800,128100,55800,313000,22200,127300,65374967,933119876,6275018,24287952,153600,125600,138100,150400
811132,000009.SZ,105527000,139600,146100,136200,143800,143800,143900,144000,144100,144200,144300,144400,144500,144600,144700,6600,10060,36800,21800,71900,27300,51600,135800,20900,12900,143600,143500,143400,143300,143200,143100,143000,142900,142800,142700,132600,97200,53200,105800,128100,55800,313000,22200,127300,21900,65411267,933641392,6238718,24289552,153600,125600,138100,150400
811578,000009.SZ,105530000,139600,146100,136200,143700,143700,143800,143900,144000,144100,144200,144300,144400,144500,144600,400,6200,9960,39900,21800,71900,27300,51600,132300,20900,143600,143500,143400,143300,143200,143100,143000,142900,142800,142700,133500,97900,53200,105800,129100,55800,312500,22200,127300,21900,65411967,933651455,6240818,24290352,153600,125600,138100,150400
812032,000009.SZ,105533000,139600,146100,136200,143600,143800,143900,144000,144100,144200,144300,144400,144500,144600,144700,5900,9960,39900,21800,71900,27300,51600,132300,20900,12900,143600,143500,143400,143300,143200,143100,143000,142900,142800,142700,90300,97900,53200,105800,129100,55800,312500,22200,127300,21900,65461367,934360854,6136318,24289652,153600,125600,138000,150400
812461,000009.SZ,105536000,139600,146100,136200,143600,143800,143900,144000,144100,144200,144300,144400,144500,144600,144700,5900,9960,40000,20800,73900,26800,51600,132300,20900,12900,143600,143500,143400,143300,143200,143100,143000,142900,142800,142700,51900,97900,53200,105800,129100,55800,312300,22200,129300,21900,65499767,934912278,6098718,24296952,153600,125600,138000,150400
812911,000009.SZ,105539000,139600,146100,136200,143600,143700,143800,143900,144000,144100,144200,144300,144400,144500,144600,200,6400,10960,40000,20800,73900,26800,51600,133400,20900,143600,143500,143400,143300,143200,143100,143000,142900,142800,142700,51900,97900,53200,105800,129100,55800,312300,22200,129300,21900,65499767,934912278,6097718,24302652,153600,125600,138000,150400
813388,000009.SZ,105542000,139600,146100,136200,143800,143800,143900,144000,144100,144200,144300,144400,144500,144600,144700,1900,10460,40300,20800,73900,26800,51600,133400,20900,12900,143600,143500,143400,143300,143200,143100,143000,142900,142800,142700,21900,97900,53200,105800,129100,55800,313300,22200,129300,81800,65540067,935491195,6128618,24300152,153600,125600,138000,150400
813832,000009.SZ,105545000,139600,146100,136200,143600,143800,143900,144000,144100,144200,144300,144400,144500,144600,144700,1800,10460,40600,21000,73900,26800,51600,133400,20900,12900,143600,143500,143400,143300,143200,143100,143000,142900,142800,142700,23400,97900,53200,105800,129100,55800,313800,22200,129300,81800,65540667,935499813,6130018,24298152,153600,125600,138000,150400
814266,000009.SZ,105548000,139600,146100,136200,143900,143900,144000,144100,144200,144300,144400,144500,144600,144700,144800,8260,32500,21000,73900,26800,51600,130900,20900,12900,32900,143600,143500,143400,143300,143200,143100,143000,142900,142800,142700,5400,97900,55600,105800,129100,56400,313800,22200,129400,81800,65568567,935900550,6114118,24280652,153600,125600,138000,150400
814704,000009.SZ,105551000,139600,146100,136200,143800,143800,143900,144000,144100,144200,144300,144400,144500,144600,144700,7000,8360,32500,21100,73900,26800,51600,130900,20900,12900,143600,143500,143400,143300,143200,143100,143000,142900,142800,142700,7900,98400,55600,106000,129100,56400,313800,22200,129400,81800,65568867,935904864,6116818,24283952,153600,125600,138000,150400
815136,000009.SZ,105554000,139600,146100,136200,143600,143800,143900,144000,144100,144200,144300,144400,144500,144600,144700,7000,8360,32500,22100,73600,26800,51600,130900,20900,12900,143600,143500,143400,143300,143200,143100,143000,142900,142800,142700,3100,84900,55600,106000,129100,56400,313800,22200,129400,81800,65591167,936224960,6098518,24309252,153600,125600,138000,150400
815482,000009.SZ,105557000,139600,146100,136200,143500,143800,143900,144000,144100,144200,144300,144400,144500,144600,144700,13500,8560,35200,22100,73600,26800,51600,130900,20900,12900,143700,143500,143400,143300,143200,143100,143000,142900,142800,142700,800,72300,56600,106000,129100,56400,313800,22200,129400,81800,65612267,936527788,6083718,24319152,153600,125600,137900,150400
816006,000009.SZ,105600000,139600,146100,136200,143600,143600,143700,143800,143900,144000,144100,144200,144300,144400,144500,82200,7000,13500,8560,38700,22100,73600,26800,51600,130900,143500,143400,143300,143200,143100,143000,142900,142800,142700,142600,72300,54200,106000,129100,56400,314000,22200,129400,81800,40100,65620467,936645548,6080518,24415052,153600,125600,137900,150400
816451,000009.SZ,105603000,139600,146100,136200,143500,143600,143700,143800,143900,144000,144100,144200,144300,144400,144500,81300,2000,7600,8560,43700,22100,73600,26800,51600,130900,143500,143400,143300,143200,143100,143000,142900,142800,142700,142600,42900,57200,105900,129100,56400,314000,22200,129400,81800,40100,65650867,937081798,6053218,24420452,153600,125600,137900,150400
816908,000009.SZ,105606000,139600,146100,136200,143500,143600,143700,143800,143900,144000,144100,144200,144300,144400,144500,73800,500,10700,8560,43700,22100,73600,29300,51600,131400,143500,143400,143300,143200,143100,143000,142900,142800,142700,142600,35900,57200,106800,129100,56400,314500,22200,129400,81800,40100,65663867,937268428,6048318,24344652,153600,125600,137900,150300
817358,000009.SZ,105609000,139600,146100,136200,143500,143600,143700,143800,143900,144000,144100,144200,144300,144400,144500,71600,500,10700,8560,43700,22100,73600,29300,51600,131400,143500,143400,143300,143200,143100,143000,142900,142800,142700,142600,37000,57200,107400,129100,55800,314600,22200,129400,81800,40100,65667367,937318677,6049518,24341452,153600,125600,137900,150300
817809,000009.SZ,105612000,139600,146100,136200,143500,143600,143700,143800,143900,144000,144100,144200,144300,144400,144500,71600,1100,10700,8560,43700,22100,73600,29300,51600,130700,143500,143400,143300,143200,143100,143000,142900,142800,142700,142600,32200,57000,107400,129100,55800,314600,22200,129400,81800,40100,65672967,937399037,6115518,24346952,153600,125600,137900,150300
818218,000009.SZ,105615000,139600,146100,136200,143500,143600,143700,143800,143900,144000,144100,144200,144300,144400,144500,71500,1100,10700,8860,45500,22600,73600,29300,51600,130700,143500,143400,143300,143200,143100,143000,142900,142800,142700,142600,29500,57500,107400,129100,55800,315000,22200,129400,81800,40100,65673767,937410518,6113718,24352452,153600,125600,137900,150300
818703,000009.SZ,105618000,139600,146100,136200,143600,143700,143800,143900,144000,144100,144200,144300,144400,144500,144600,12300,10900,8860,47700,22600,74100,30400,51600,130900,24900,143600,143500,143400,143300,143200,143100,143000,142900,142800,142700,86200,29500,57500,107400,129100,55800,315000,22200,129400,81800,65748067,938477439,6205518,24301952,153600,125600,138000,150400
819133,000009.SZ,105621000,139600,146100,136200,143600,143700,143800,143900,144000,144100,144200,144300,144400,144500,144600,12800,10900,8860,48200,23400,74100,30400,51600,130900,24900,143600,143500,143400,143300,143200,143100,143000,142900,142800,142700,65700,30500,57500,107400,129100,55800,315000,22200,129400,81800,65770567,938800539,6184218,24303352,153600,125600,138000,150400
819553,000009.SZ,105624000,139600,146100,136200,143700,143700,143800,143900,144000,144100,144200,144300,144400,144500,144600,11000,10900,8860,45500,23400,74100,30400,51600,130900,24900,143600,143500,143400,143300,143200,143100,143000,142900,142800,142700,65700,29400,57500,107000,129100,55800,315600,22200,130400,81800,65776667,938888155,6183818,24299152,153600,125600,138000,150400
820000,000009.SZ,105627000,139600,146100,136200,143700,143800,143900,144000,144100,144200,144300,144400,144500,144600,144700,7800,8860,45500,23400,74100,30400,51600,130900,24900,12900,143700,143600,143500,143400,143300,143200,143100,143000,142900,142800,20200,34800,30900,59500,107000,129100,55800,316100,22200,59100,65811567,939389429,6107018,24286952,153600,125600,137900,150400
820429,000009.SZ,105630000,139600,146100,136200,143700,143800,143900,144000,144100,144200,144300,144400,144500,144600,144700,15200,8860,47500,23400,110200,30400,51600,131600,24900,12900,143700,143600,143500,143400,143300,143200,143100,143000,142900,142800,19700,35100,32900,59500,108500,129100,55800,316100,22200,59100,65812067,939396614,6109318,24342552,153600,125600,137900,150400
820868,000009.SZ,105633000,139600,146100,136200,143700,143800,143900,144000,144100,144200,144300,144400,144500,144600,144700,14800,7860,85000,23400,110200,30400,51600,131900,24900,12900,143700,143600,143500,143400,143300,143200,143100,143000,142900,142800,5000,39700,32900,59500,108500,131100,55800,316100,22200,59100,65827167,939613605,6099818,24393252,153600,125600,137900,150300
821269,000009.SZ,105636000,139600,146100,136200,143600,143800,143900,144000,144100,144200,144300,144400,144500,144600,144700,14500,7860,85000,23400,110200,30400,51600,131900,24900,12900,143600,143500,143400,143300,143200,143100,143000,142900,142800,142700,36500,33400,60000,108500,131100,55800,315600,22200,59100,81800,65836567,939748645,6092318,24396052,153600,125600,137900,150300
821681,000009.SZ,105639000,139600,146100,136200,143600,143700,143800,143900,144000,144100,144200,144300,144400,144500,144600,49600,15000,7860,85000,23400,111600,30400,51600,131900,24900,143600,143500,143400,143300,143200,143100,143000,142900,142800,142700,36400,34100,61800,108500,131100,55800,309800,22200,59100,81800,65836767,939751518,6086418,24454852,153600,125600,137900,150300
822114,000009.SZ,105642000,139600,146100,136200,143600,143700,143800,143900,144000,144100,144200,144300,144400,144500,144600,40800,15000,7860,85000,23400,111600,30400,51600,130400,24900,143600,143500,143400,143300,143200,143100,143000,142900,142800,142700,21600,34100,61800,108500,131100,55800,309800,22200,59100,81800,65865767,940168061,6105518,24450952,153600,125600,137900,150300
822538,000009.SZ,105645000,139600,146100,136200,143700,143700,143800,143900,144000,144100,144200,144300,144400,144500,144600,34300,15000,8360,86500,23400,111600,30400,51600,130400,24900,143600,143500,143400,143300,143200,143100,143000,142900,142800,142700,23300,34600,62300,108700,131100,55800,309800,22200,59100,81800,65872367,940262902,6108718,24450452,153600,125600,137900,150300
822964,000009.SZ,105648000,139600,146100,136200,143700,143700,143800,143900,144000,144100,144200,144300,144400,144500,144600,33300,15100,8360,86500,23400,111600,30400,51600,130400,24900,143600,143500,143400,143300,143200,143100,143000,142900,142800,142700,13600,34800,62300,108700,131100,55800,309800,22200,59100,81800,65884167,940432360,6098318,24449852,153600,125600,137900,150300
823419,000009.SZ,105651000,139600,146100,136200,143700,143700,143800,143900,144000,144100,144200,144300,144400,144500,144600,28300,15100,8360,86500,23400,111100,30400,51600,130400,24900,143600,143500,143400,143300,143200,143100,143000,142900,142800,142700,11900,34700,62300,108700,131100,55800,309800,22200,59100,81800,65887667,940482636,6095718,24449552,153600,125600,137900,150300
823846,000009.SZ,105654000,139600,146100,136200,143600,143700,143800,143900,144000,144100,144200,144300,144400,144500,144600,28300,15100,8360,87000,23400,111100,30400,51600,130400,24900,143600,143500,143400,143300,143200,143100,143000,142900,142800,142700,6000,34700,62800,108700,131100,54300,309800,22200,59100,81800,65899467,940652087,6088818,24448052,153600,125600,137900,150300
824302,000009.SZ,105657000,139600,146100,136200,143500,143700,143800,143900,144000,144100,144200,144300,144400,144500,144600,23300,15100,8360,88600,23400,111100,30400,51600,130400,24900,143600,143500,143400,143300,143200,143100,143000,142900,142800,142700,100,35600,62800,108700,131100,54300,309800,22200,59100,81800,65913567,940854582,6083818,24490052,153600,125600,137900,150300
824720,000009.SZ,105700000,139600,146100,136200,143600,143700,143800,143900,144000,144100,144200,144300,144400,144500,144600,19300,15100,8360,88600,21100,111100,30400,51600,130400,24900,143600,143500,143400,143300,143200,143100,143000,142900,142800,142700,100,35600,62800,108700,131100,54500,310800,22200,59100,81800,65923367,940995358,6120718,24484152,153600,125600,137900,150300
825160,000009.SZ,105703000,139600,146100,136200,143500,143600,143700,143800,143900,144000,144100,144200,144300,144400,144500,7600,19300,17900,8860,88600,21100,114900,30400,51600,130400,143500,143400,143300,143200,143100,143000,142900,142800,142700,142600,29500,62800,108700,131100,54500,312800,22200,60100,81800,38600,65930967,941104422,6117518,24502052,153600,125600,137900,150300
825605,000009.SZ,105706000,139600,146100,136200,143500,143600,143700,143800,143900,144000,144100,144200,144300,144400,144500,7600,19300,17000,9060,89400,21100,114900,30400,51600,130400,143500,143400,143300,143200,143100,143000,142900,142800,142700,142600,28000,62800,108700,131100,54500,313300,22200,60100,81800,38600,65932467,941125947,6116518,24502252,153600,125600,137900,150300
826073,000009.SZ,105709000,139600,146100,136200,143500,143600,143700,143800,143900,144000,144100,144200,144300,144400,144500,3600,19500,16900,9060,89400,21100,114900,30400,51600,130400,143500,143400,143300,143200,143100,143000,142900,142800,142700,142600,75000,62800,110100,131100,54500,313300,22200,60100,81800,38600,65939667,941229309,6165818,24498952,153600,125600,138000,150300
826512,000009.SZ,105712000,139600,146100,136200,143600,143600,143700,143800,143900,144000,144100,144200,144300,144400,144500,1200,19500,16900,10060,89700,21100,114200,30400,51600,131400,143500,143400,143300,143200,143100,143000,142900,142800,142700,142600,78900,64200,110100,131100,54500,313800,22200,60100,81800,38600,65942067,941263773,6171618,24493252,153600,125600,138000,150300
826941,000009.SZ,105715000,139600,146100,136200,143700,143700,143800,143900,144000,144100,144200,144300,144400,144500,144600,12600,16900,10060,89700,21100,114200,30400,51600,131400,24900,143600,143500,143400,143300,143200,143100,143000,142900,142800,142700,24800,99200,64200,112800,131100,54500,313800,22200,60100,81800,65949867,941375843,6219418,24485152,153600,125600,138000,150300
827374,000009.SZ,105718000,139600,146100,136200,143700,143700,143800,143900,144000,144100,144200,144300,144400,144500,144600,10100,16900,10260,90200,21100,114200,30400,51600,131400,24900,143500,143400,143300,143200,143100,143000,142900,142800,142700,142600,149200,64200,112800,131100,54500,313800,22200,60100,81800,38600,65978967,941793738,6242018,24484452,153600,125600,138100,150300
827831,000009.SZ,105721000,139600,146100,136200,143500,143700,143800,143900,144000,144100,144200,144300,144400,144500,144600,9800,16900,10260,90200,21100,114200,30400,51600,131400,24900,143600,143500,143400,143300,143200,143100,143000,142900,142800,142700,2500,148900,67400,112800,132100,54500,313800,22200,60100,81800,65979567,941802354,6248518,24486252,153600,125600,138100,150300
828252,000009.SZ,105724000,139600,146100,136200,143600,143600,143700,143800,143900,144000,144100,144200,144300,144400,144500,3400,10200,16900,10260,91200,21100,114200,30400,51600,131400,143500,143400,143300,143200,143100,143000,142900,142800,142700,142600,150500,66000,112800,132100,54500,312600,22200,67400,81800,38600,65982167,941839690,6252318,24491452,153600,125600,138100,150300
828684,000009.SZ,105727000,139600,146100,136200,143500,143600,143700,143800,143900,144000,144100,144200,144300,144400,144500,3300,10300,17100,10260,91200,21100,114200,30400,51600,131400,143500,143400,143300,143200,143100,143000,142900,142800,142700,142600,152300,65700,112800,132100,54500,309600,22200,67400,81800,38600,65982667,941846866,6250818,24498652,153600,125600,138100,150300
829105,000009.SZ,105730000,139600,146100,136200,143500,143600,143700,143800,143900,144000,144100,144200,144300,144400,144500,3900,10300,17100,10260,92300,21100,114200,30400,51600,131400,143500,143400,143300,143200,143100,143000,142900,142800,142700,142600,154000,65700,112800,132100,54500,309600,22200,67400,81800,38600,65988067,941924363,6251518,24499652,153600,125600,138100,150300
829529,000009.SZ,105733000,139600,146100,136200,143500,143600,143700,143800,143900,144000,144100,144200,144300,144400,144500,6800,10300,17100,10260,92300,21100,114200,30400,50500,131400,143500,143400,143300,143200,143100,143000,142900,142800,142700,142600,155100,65700,112800,132100,54500,309600,22200,67400,81800,38600,65988067,941924363,6252718,24530952,153600,125600,138100,150300
829935,000009.SZ,105736000,139600,146100,136200,143500,143500,143600,143700,143800,143900,144000,144100,144200,144300,144400,3400,8400,10300,17700,10260,93300,21100,114200,30900,50500,143400,143300,143200,143100,143000,142900,142800,142700,142600,142500,65700,111800,132100,54600,309800,22200,67400,81800,41600,141100,66144867,944174443,6099918,24538252,153600,125600,137900,150300
830387,000009.SZ,105739000,139600,146100,136200,143500,143500,143600,143700,143800,143900,144000,144100,144200,144300,144400,1400,8400,10000,17700,10260,95900,21100,114200,30900,50500,143400,143300,143200,143100,143000,142900,142800,142700,142600,142500,67200,111800,132100,54600,310300,22200,67400,81800,41600,141100,66147167,944207448,6102018,24538052,153600,125600,137900,150300
830790,000009.SZ,105742000,139600,146100,136200,143600,143500,143600,143700,143800,143900,144000,144100,144200,144300,144400,100,8000,9000,18500,10260,95900,20600,114200,30900,50500,143400,143300,143200,143100,143000,142900,142800,142700,142600,142500,66300,108200,132100,55100,309800,22200,67400,81800,41600,141100,66151167,944264848,6097518,24534952,153600,125600,137900,150300
831221,000009.SZ,105745000,139600,146100,136200,143400,143500,143600,143700,143800,143900,144000,144100,144200,144300,144400,400,8100,9000,18500,10260,89000,20600,114200,30900,50500,143400,143300,143200,143100,143000,142900,142800,142700,142600,142500,64500,86000,132100,55100,309800,22200,67400,81800,41600,141100,66153267,944294979,6073518,24548852,153600,125600,137900,150300
831667,000009.SZ,105748000,139600,146100,136200,143500,143500,143600,143700,143800,143900,144000,144100,144200,144300,144400,1700,7800,8900,17500,10260,89000,20600,114200,30900,50500,143400,143300,143200,143100,143000,142900,142800,142700,142600,142500,64300,85800,132100,55100,309800,22200,67400,83800,41600,139300,66156867,944346642,6072318,24521052,153600,125600,137900,150300
832132,000009.SZ,105751000,139600,146100,136200,143500,143600,143700,143800,143900,144000,144100,144200,144300,144400,144500,7800,8400,17000,10260,89000,20600,114200,30900,50500,151600,143500,143400,143300,143200,143100,143000,142900,142800,142700,142600,4500,64300,85800,132100,55100,309800,22200,67400,83800,41600,66158667,944372472,6076818,24509852,153600,125600,137900,150300
832565,000009.SZ,105754000,139600,146100,136200,143400,143400,143500,143600,143700,143800,143900,144000,144100,144200,144300,11600,2300,8000,8400,17000,10260,89500,20500,114200,30900,143300,143200,143100,143000,142900,142800,142700,142600,142500,142400,85800,135600,56600,309500,22200,67400,83800,41600,139300,41700,66227867,945364845,6012718,24527652,153600,125600,137800,150300
832996,000009.SZ,105757000,139600,146100,136200,143400,143400,143500,143600,143700,143800,143900,144000,144100,144200,144300,11800,2300,7500,8400,17000,10260,89500,20500,114200,29900,143300,143200,143100,143000,142900,142800,142700,142600,142500,142400,85800,135600,56600,309500,22200,67400,83800,41600,139300,41700,66228667,945376317,6012718,24527552,153600,125600,137800,150300
833425,000009.SZ,105800000,139600,146100,136200,143400,143400,143500,143600,143700,143800,143900,144000,144100,144200,144300,6100,2300,7800,8400,17000,10260,89500,20500,114200,28800,143300,143200,143100,143000,142900,142800,142700,142600,142500,142400,85700,132100,56600,309500,22200,67400,83800,41600,139300,42000,66235367,945472394,6009518,24540252,153600,125600,137800,150300
833877,000009.SZ,105803000,139600,146100,136200,143400,143400,143500,143600,143700,143800,143900,144000,144100,144200,144300,4000,2800,7800,10100,16400,10260,89500,20500,114200,28800,143300,143200,143100,143000,142900,142800,142700,142600,142500,142400,83800,131100,56600,310000,22200,68000,83800,41600,139300,42000,66238267,945513976,6007718,24538552,153600,125600,137800,150300
834337,000009.SZ,105806000,139600,146100,136200,143300,143400,143500,143600,143700,143800,143900,144000,144100,144200,144300,3400,2800,7800,10100,16400,10260,64000,20500,114200,28800,143300,143200,143100,143000,142900,142800,142700,142600,142500,142400,83300,131100,56600,306600,22200,68000,83800,41600,139300,42000,66240767,945549821,6003818,24514452,153600,125600,137800,150300
834774,000009.SZ,105809000,139600,146100,136200,143400,143400,143500,143600,143700,143800,143900,144000,144100,144200,144300,2800,2800,7800,10100,16400,10260,64500,20500,114200,28800,143300,143200,143100,143000,142900,142800,142700,142600,142500,142400,74800,131100,56600,306600,22200,68000,83800,40600,139300,42000,66250267,945685966,5995218,24514352,153600,125600,137800,150300
835212,000009.SZ,105812000,139600,146100,136200,143400,143400,143500,143600,143700,143800,143900,144000,144100,144200,144300,2100,2900,7800,10100,16600,10260,64500,20500,114200,27400,143300,143200,143100,143000,142900,142800,142700,142600,142500,142400,74900,131100,56600,306100,22200,68000,83800,40600,139300,42000,66257567,945790646,5993818,24517552,153600,125600,137800,150300
835652,000009.SZ,105815000,139600,146100,136200,143400,143500,143600,143700,143800,143900,144000,144100,144200,144300,144400,2900,7800,9100,16600,10260,64500,20500,114200,27400,50500,143400,143300,143200,143100,143000,142900,142800,142700,142600,142500,4300,74900,131100,56600,306100,22200,68000,83800,40600,139300,66260967,945839402,5997818,24536752,153600,125600,137800,150300
836099,000009.SZ,105818000,139600,146100,136200,143400,143500,143600,143700,143800,143900,144000,144100,144200,144300,144400,6000,7800,9100,16600,10260,64500,20500,114200,27400,50500,143400,143300,143200,143100,143000,142900,142800,142700,142600,142500,6400,77400,131100,56800,311600,22200,68000,95700,40600,139300,66261267,945843704,6020018,24544052,153600,125600,137900,150300
836537,000009.SZ,105821000,139600,146100,136200,143300,143500,143600,143700,143800,143900,144000,144100,144200,144300,144400,4100,13200,9100,17000,10260,65000,20500,114200,27400,50500,143300,143200,143100,143000,142900,142800,142700,142600,142500,142400,75500,131100,57800,311600,22200,68000,95700,40600,139900,42000,66271667,945992840,6013418,24598052,153600,125600,137800,150300
837003,000009.SZ,105824000,139600,146100,136200,143300,143400,143500,143600,143700,143800,143900,144000,144100,144200,144300,1800,3500,13200,9100,17000,10260,65000,20500,114200,27400,143300,143200,143100,143000,142900,142800,142700,142600,142500,142400,74400,131100,57800,310800,22200,68800,95700,40600,139900,42000,66272767,946008603,6013518,24600152,153600,125600,137800,150300
837458,000009.SZ,105827000,139600,146100,136200,143400,143400,143500,143600,143700,143800,143900,144000,144100,144200,144300,700,3500,16200,9100,17000,10260,64600,20500,114200,27400,143300,143200,143100,143000,142900,142800,142700,142600,142500,142400,74400,131100,57800,310800,22200,68800,95700,40600,139900,42000,66274267,946030113,6013218,24600552,153600,125600,137800,150300
837926,000009.SZ,105830000,139600,146100,136200,143400,143500,143600,143700,143800,143900,144000,144100,144200,144300,144400,3500,16200,9100,17000,10260,55600,20500,114200,27400,50500,143400,143300,143200,143100,143000,142900,142800,142700,142600,142500,700,75500,131100,57800,309900,22200,68800,95700,40600,139900,66278467,946090321,6015118,24584852,153600,125600,137800,150300
838340,000009.SZ,105833000,139600,146100,136200,143300,143400,143500,143600,143700,143800,143900,144000,144100,144200,144300,900,4300,16200,8800,17000,10260,55600,20500,114200,27400,143300,143200,143100,143000,142900,142800,142700,142600,142500,142400,72800,131100,58000,308900,22200,68800,95700,40600,141700,42000,66281867,946139050,6014018,24588252,153600,125600,137800,150300
838789,000009.SZ,105836000,139600,146100,136200,143300,143400,143500,143600,143700,143800,143900,144000,144100,144200,144300,500,4300,16200,8800,17000,10260,55900,22500,114200,27400,143300,143200,143100,143000,142900,142800,142700,142600,142500,142400,71600,131100,58200,308900,22200,68800,95700,40600,141700,42000,66284767,946180619,6013018,24582952,153600,125600,137800,150300
839268,000009.SZ,105839000,139600,146100,136200,143400,143400,143500,143600,143700,143800,143900,144000,144100,144200,144300,600,4700,14900,8800,17200,10260,55400,22500,114200,27400,143300,143200,143100,143000,142900,142800,142700,142600,142500,142400,82500,131400,61200,319500,22200,68800,95700,40600,141700,42000,66284867,946182053,6047818,24582952,153600,125600,137900,150300
